('Fold : ', 0)
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
Iter 145, Minibatch Loss= 63.257787, Training Accuracy= 0.99333
Iter 146, Minibatch Loss= 4.979687, Training Accuracy= 0.99333
Iter 147, Minibatch Loss= 20.832734, Training Accuracy= 0.99333
Iter 148, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 149, Minibatch Loss= 156.069946, Training Accuracy= 0.98667
Iter 150, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 151, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 152, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 153, Minibatch Loss= 97.971120, Training Accuracy= 0.99333
Iter 154, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 155, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 156, Minibatch Loss= 12.643437, Training Accuracy= 0.98667
Iter 157, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 158, Minibatch Loss= 69.891017, Training Accuracy= 0.99333
Iter 159, Minibatch Loss= 158.990991, Training Accuracy= 0.98667
Iter 160, Minibatch Loss= 32.969062, Training Accuracy= 0.98667
Iter 161, Minibatch Loss= 91.148081, Training Accuracy= 0.99333
Iter 162, Minibatch Loss= 20.924896, Training Accuracy= 0.99333
Iter 163, Minibatch Loss= 58.532110, Training Accuracy= 0.99333
Iter 164, Minibatch Loss= 45.124766, Training Accuracy= 0.99333
Iter 165, Minibatch Loss= 81.365939, Training Accuracy= 0.98667
Iter 166, Minibatch Loss= 49.530558, Training Accuracy= 0.99333
Iter 167, Minibatch Loss= 371.170247, Training Accuracy= 0.98667
Iter 168, Minibatch Loss= 26.239960, Training Accuracy= 0.99333
Iter 169, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 170, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 171, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 172, Minibatch Loss= 182.553853, Training Accuracy= 0.98667
Iter 173, Minibatch Loss= 318.810160, Training Accuracy= 0.98667
Iter 174, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 175, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 176, Minibatch Loss= 43.394480, Training Accuracy= 0.98667
Iter 177, Minibatch Loss= 70.456225, Training Accuracy= 0.98667
Iter 178, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 179, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 180, Minibatch Loss= 97.680336, Training Accuracy= 0.98667
Iter 181, Minibatch Loss= 250.201284, Training Accuracy= 0.98667
Iter 182, Minibatch Loss= 101.947164, Training Accuracy= 0.98667
Iter 183, Minibatch Loss= 8.304831, Training Accuracy= 0.99333
Iter 184, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 185, Minibatch Loss= 13.451562, Training Accuracy= 0.99333
Iter 186, Minibatch Loss= 87.121948, Training Accuracy= 0.99333
Iter 187, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 188, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 189, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 190, Minibatch Loss= 168.363780, Training Accuracy= 0.98000
Iter 191, Minibatch Loss= 148.885050, Training Accuracy= 0.99333
Iter 192, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 193, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 194, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 195, Minibatch Loss= 82.258123, Training Accuracy= 0.99333
Iter 196, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 197, Minibatch Loss= 53.197708, Training Accuracy= 0.99333
Iter 198, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 199, Minibatch Loss= 0.000000, Training Accuracy= 1.00000

Training complete!
('accuracy : ', 0.70588235294117652)
('precision : ', 0.76190476190476186)
('recall : ', 0.70588235294117652)
('f1 : ', 0.69773363891010942)


('Fold : ', 6)
Iter 0, Minibatch Loss= 171775.130208, Training Accuracy= 0.18000
Iter 1, Minibatch Loss= 143476.619792, Training Accuracy= 0.11333
Iter 2, Minibatch Loss= 103813.492188, Training Accuracy= 0.26667
Iter 3, Minibatch Loss= 108880.617188, Training Accuracy= 0.24667
Iter 4, Minibatch Loss= 94094.476562, Training Accuracy= 0.25333
Iter 5, Minibatch Loss= 89380.244792, Training Accuracy= 0.26667
Iter 6, Minibatch Loss= 66365.757812, Training Accuracy= 0.34667
Iter 7, Minibatch Loss= 73665.734375, Training Accuracy= 0.34000
Iter 8, Minibatch Loss= 58001.772135, Training Accuracy= 0.29333
Iter 9, Minibatch Loss= 50422.265625, Training Accuracy= 0.40000
Iter 10, Minibatch Loss= 49399.522135, Training Accuracy= 0.42000
Iter 11, Minibatch Loss= 49317.707031, Training Accuracy= 0.41333
Iter 12, Minibatch Loss= 35950.933594, Training Accuracy= 0.45333
Iter 13, Minibatch Loss= 30894.872396, Training Accuracy= 0.52000
Iter 14, Minibatch Loss= 35416.976562, Training Accuracy= 0.50000
Iter 15, Minibatch Loss= 32001.071615, Training Accuracy= 0.49333
Iter 16, Minibatch Loss= 26745.357422, Training Accuracy= 0.46000
Iter 17, Minibatch Loss= 29204.658854, Training Accuracy= 0.48000
Iter 18, Minibatch Loss= 27142.583984, Training Accuracy= 0.52667
Iter 19, Minibatch Loss= 24509.617839, Training Accuracy= 0.61333
Iter 20, Minibatch Loss= 20910.795573, Training Accuracy= 0.58000
Iter 21, Minibatch Loss= 14503.138997, Training Accuracy= 0.62667
Iter 22, Minibatch Loss= 20207.403646, Training Accuracy= 0.61333
Iter 23, Minibatch Loss= 19017.372721, Training Accuracy= 0.60667
Iter 24, Minibatch Loss= 12966.854167, Training Accuracy= 0.69333
Iter 25, Minibatch Loss= 11283.253092, Training Accuracy= 0.70667
Iter 26, Minibatch Loss= 13431.919271, Training Accuracy= 0.63333
Iter 27, Minibatch Loss= 11227.995443, Training Accuracy= 0.69333
Iter 28, Minibatch Loss= 7907.120280, Training Accuracy= 0.74000
Iter 29, Minibatch Loss= 10234.737793, Training Accuracy= 0.70000
Iter 30, Minibatch Loss= 7187.429525, Training Accuracy= 0.73333
Iter 31, Minibatch Loss= 9103.450602, Training Accuracy= 0.71333
Iter 32, Minibatch Loss= 6090.024577, Training Accuracy= 0.79333
Iter 33, Minibatch Loss= 5048.294352, Training Accuracy= 0.87333
Iter 34, Minibatch Loss= 6811.370931, Training Accuracy= 0.79333
Iter 35, Minibatch Loss= 5864.514160, Training Accuracy= 0.76000
Iter 36, Minibatch Loss= 4397.119303, Training Accuracy= 0.83333
Iter 37, Minibatch Loss= 3140.376546, Training Accuracy= 0.88667
Iter 38, Minibatch Loss= 3876.069743, Training Accuracy= 0.82667
Iter 39, Minibatch Loss= 3000.659058, Training Accuracy= 0.84667
Iter 40, Minibatch Loss= 4250.650513, Training Accuracy= 0.82000
Iter 41, Minibatch Loss= 3072.801351, Training Accuracy= 0.88000
Iter 42, Minibatch Loss= 3446.711019, Training Accuracy= 0.86667
Iter 43, Minibatch Loss= 2487.721659, Training Accuracy= 0.85333
Iter 44, Minibatch Loss= 2393.557495, Training Accuracy= 0.88000
Iter 45, Minibatch Loss= 1908.344666, Training Accuracy= 0.89333
Iter 46, Minibatch Loss= 837.688609, Training Accuracy= 0.94000
Iter 47, Minibatch Loss= 2055.850545, Training Accuracy= 0.89333
Iter 48, Minibatch Loss= 2216.075765, Training Accuracy= 0.88667
Iter 49, Minibatch Loss= 2034.273478, Training Accuracy= 0.90667
Iter 50, Minibatch Loss= 1727.831380, Training Accuracy= 0.87333
Iter 51, Minibatch Loss= 2895.467570, Training Accuracy= 0.83333
Iter 52, Minibatch Loss= 1677.027059, Training Accuracy= 0.92667
Iter 53, Minibatch Loss= 2185.780802, Training Accuracy= 0.86667
Iter 54, Minibatch Loss= 1593.366170, Training Accuracy= 0.90667
Iter 55, Minibatch Loss= 788.340566, Training Accuracy= 0.95333
Iter 56, Minibatch Loss= 1131.670329, Training Accuracy= 0.94000
Iter 57, Minibatch Loss= 245.348175, Training Accuracy= 0.96667
Iter 58, Minibatch Loss= 1338.207967, Training Accuracy= 0.92667
Iter 59, Minibatch Loss= 1447.977315, Training Accuracy= 0.92000
Iter 60, Minibatch Loss= 2273.887166, Training Accuracy= 0.87333
Iter 61, Minibatch Loss= 1113.824229, Training Accuracy= 0.92000
Iter 62, Minibatch Loss= 1364.572652, Training Accuracy= 0.90000
Iter 63, Minibatch Loss= 415.440887, Training Accuracy= 0.94667
Iter 64, Minibatch Loss= 483.365356, Training Accuracy= 0.94667
Iter 65, Minibatch Loss= 1040.290181, Training Accuracy= 0.92000
Iter 66, Minibatch Loss= 633.509003, Training Accuracy= 0.94000
Iter 67, Minibatch Loss= 1047.059642, Training Accuracy= 0.94667
Iter 68, Minibatch Loss= 323.282599, Training Accuracy= 0.97333
Iter 69, Minibatch Loss= 953.281311, Training Accuracy= 0.93333
Iter 70, Minibatch Loss= 635.426636, Training Accuracy= 0.95333
Iter 71, Minibatch Loss= 591.548381, Training Accuracy= 0.94667
Iter 72, Minibatch Loss= 1219.524160, Training Accuracy= 0.94667
Iter 73, Minibatch Loss= 535.002828, Training Accuracy= 0.97333
Iter 74, Minibatch Loss= 843.614413, Training Accuracy= 0.95333
Iter 75, Minibatch Loss= 1172.673347, Training Accuracy= 0.91333
Iter 76, Minibatch Loss= 286.872447, Training Accuracy= 0.96667
Iter 77, Minibatch Loss= 529.481791, Training Accuracy= 0.95333
Iter 78, Minibatch Loss= 690.408386, Training Accuracy= 0.94667
Iter 79, Minibatch Loss= 308.279251, Training Accuracy= 0.96667
Iter 80, Minibatch Loss= 181.719139, Training Accuracy= 0.97333
Iter 81, Minibatch Loss= 472.473165, Training Accuracy= 0.95333
Iter 82, Minibatch Loss= 646.465271, Training Accuracy= 0.95333
Iter 83, Minibatch Loss= 527.245384, Training Accuracy= 0.96000
Iter 84, Minibatch Loss= 669.872019, Training Accuracy= 0.96000
Iter 85, Minibatch Loss= 1249.976847, Training Accuracy= 0.88667
Iter 86, Minibatch Loss= 68.780938, Training Accuracy= 0.98667
Iter 87, Minibatch Loss= 1642.707682, Training Accuracy= 0.92000
Iter 88, Minibatch Loss= 325.882451, Training Accuracy= 0.95333
Iter 89, Minibatch Loss= 556.986562, Training Accuracy= 0.97333
Iter 90, Minibatch Loss= 1190.026571, Training Accuracy= 0.94667
Iter 91, Minibatch Loss= 465.508504, Training Accuracy= 0.96000
Iter 92, Minibatch Loss= 129.266296, Training Accuracy= 0.97333
Iter 93, Minibatch Loss= 780.000346, Training Accuracy= 0.94000
Iter 94, Minibatch Loss= 1027.651001, Training Accuracy= 0.94000
Iter 95, Minibatch Loss= 69.927398, Training Accuracy= 0.98000
Iter 96, Minibatch Loss= 246.218618, Training Accuracy= 0.96667
Iter 97, Minibatch Loss= 897.927887, Training Accuracy= 0.92000
Iter 98, Minibatch Loss= 162.300700, Training Accuracy= 0.99333
Iter 99, Minibatch Loss= 415.650866, Training Accuracy= 0.96000
Iter 100, Minibatch Loss= 478.458435, Training Accuracy= 0.94667
Iter 101, Minibatch Loss= 402.470988, Training Accuracy= 0.96667
Iter 102, Minibatch Loss= 216.380727, Training Accuracy= 0.98000
Iter 103, Minibatch Loss= 71.145523, Training Accuracy= 0.98667
Iter 104, Minibatch Loss= 559.516988, Training Accuracy= 0.95333
Iter 105, Minibatch Loss= 125.136828, Training Accuracy= 0.97333
Iter 106, Minibatch Loss= 222.017649, Training Accuracy= 0.96667
Iter 107, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 108, Minibatch Loss= 283.955190, Training Accuracy= 0.98000
Iter 109, Minibatch Loss= 69.187500, Training Accuracy= 0.98667
Iter 110, Minibatch Loss= 24.956093, Training Accuracy= 0.99333
Iter 111, Minibatch Loss= 20.242761, Training Accuracy= 0.99333
Iter 112, Minibatch Loss= 123.884064, Training Accuracy= 0.98667
Iter 113, Minibatch Loss= 184.127706, Training Accuracy= 0.98667
Iter 114, Minibatch Loss= 209.763041, Training Accuracy= 0.99333
Iter 115, Minibatch Loss= 339.947815, Training Accuracy= 0.97333
Iter 116, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 117, Minibatch Loss= 74.966980, Training Accuracy= 0.99333
Iter 118, Minibatch Loss= 209.613037, Training Accuracy= 0.98667
Iter 119, Minibatch Loss= 69.389272, Training Accuracy= 0.99333
Iter 120, Minibatch Loss= 394.769267, Training Accuracy= 0.98667
Iter 121, Minibatch Loss= 156.228485, Training Accuracy= 0.99333
Iter 122, Minibatch Loss= 379.703501, Training Accuracy= 0.98667
Iter 123, Minibatch Loss= 117.564585, Training Accuracy= 0.99333
Iter 124, Minibatch Loss= 231.639898, Training Accuracy= 0.98667
Iter 125, Minibatch Loss= 7.707369, Training Accuracy= 0.99333
Iter 126, Minibatch Loss= 49.380314, Training Accuracy= 0.98667
Iter 127, Minibatch Loss= 43.860051, Training Accuracy= 0.99333
Iter 128, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 129, Minibatch Loss= 274.853271, Training Accuracy= 0.98667
Iter 130, Minibatch Loss= 151.232137, Training Accuracy= 0.98000
Iter 131, Minibatch Loss= 240.968689, Training Accuracy= 0.99333
Iter 132, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 133, Minibatch Loss= 116.736275, Training Accuracy= 0.98667
Iter 134, Minibatch Loss= 76.355779, Training Accuracy= 0.98000
Iter 135, Minibatch Loss= 52.073435, Training Accuracy= 0.99333
Iter 136, Minibatch Loss= 164.158033, Training Accuracy= 0.98667
Iter 137, Minibatch Loss= 291.752055, Training Accuracy= 0.96000
Iter 138, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 139, Minibatch Loss= 113.400726, Training Accuracy= 0.98667
Iter 140, Minibatch Loss= 342.207048, Training Accuracy= 0.96667
Iter 141, Minibatch Loss= 39.277552, Training Accuracy= 0.99333
Iter 142, Minibatch Loss= 334.687581, Training Accuracy= 0.96667
Iter 143, Minibatch Loss= 153.467896, Training Accuracy= 0.98667
Iter 144, Minibatch Loss= 166.503672, Training Accuracy= 0.98000
Iter 145, Minibatch Loss= 10.679610, Training Accuracy= 0.99333
Iter 146, Minibatch Loss= 1.136458, Training Accuracy= 0.99333
Iter 147, Minibatch Loss= 65.854950, Training Accuracy= 0.99333
Iter 148, Minibatch Loss= 42.275546, Training Accuracy= 0.99333
Iter 149, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 150, Minibatch Loss= 3.430911, Training Accuracy= 0.99333
Iter 151, Minibatch Loss= 63.439479, Training Accuracy= 0.98000
Iter 152, Minibatch Loss= 82.997447, Training Accuracy= 0.98667
Iter 153, Minibatch Loss= 92.902140, Training Accuracy= 0.99333
Iter 154, Minibatch Loss= 98.198491, Training Accuracy= 0.98000
Iter 155, Minibatch Loss= 38.244375, Training Accuracy= 0.99333
Iter 156, Minibatch Loss= 12.872110, Training Accuracy= 0.99333
Iter 157, Minibatch Loss= 22.429245, Training Accuracy= 0.99333
Iter 158, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 159, Minibatch Loss= 250.138428, Training Accuracy= 0.98667
Iter 160, Minibatch Loss= 197.785782, Training Accuracy= 0.98667
Iter 161, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 162, Minibatch Loss= 20.677812, Training Accuracy= 0.99333
Iter 163, Minibatch Loss= 86.885468, Training Accuracy= 0.98667
Iter 164, Minibatch Loss= 136.861460, Training Accuracy= 0.98667
Iter 165, Minibatch Loss= 61.654114, Training Accuracy= 0.99333
Iter 166, Minibatch Loss= 335.129659, Training Accuracy= 0.98667
Iter 167, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 168, Minibatch Loss= 229.888123, Training Accuracy= 0.99333
Iter 169, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 170, Minibatch Loss= 26.353437, Training Accuracy= 0.99333
Iter 171, Minibatch Loss= 209.643860, Training Accuracy= 0.98667
Iter 172, Minibatch Loss= 62.830783, Training Accuracy= 0.98667
Iter 173, Minibatch Loss= 129.330653, Training Accuracy= 0.98667
Iter 174, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 175, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 176, Minibatch Loss= 5.461094, Training Accuracy= 0.99333
Iter 177, Minibatch Loss= 11.116094, Training Accuracy= 0.99333
Iter 178, Minibatch Loss= 200.270996, Training Accuracy= 0.98667
Iter 179, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 180, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 181, Minibatch Loss= 55.938227, Training Accuracy= 0.99333
Iter 182, Minibatch Loss= 271.184759, Training Accuracy= 0.98000
Iter 183, Minibatch Loss= 97.720785, Training Accuracy= 0.99333
Iter 184, Minibatch Loss= 83.095428, Training Accuracy= 0.99333
Iter 185, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 186, Minibatch Loss= 52.140416, Training Accuracy= 0.99333
Iter 187, Minibatch Loss= 1.950026, Training Accuracy= 0.99333
Iter 188, Minibatch Loss= 37.012683, Training Accuracy= 0.99333
Iter 189, Minibatch Loss= 7.273646, Training Accuracy= 0.99333
Iter 190, Minibatch Loss= 110.206614, Training Accuracy= 0.99333
Iter 191, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 192, Minibatch Loss= 35.135208, Training Accuracy= 0.99333
Iter 193, Minibatch Loss= 194.689412, Training Accuracy= 0.98667
Iter 194, Minibatch Loss= 88.302551, Training Accuracy= 0.99333
Iter 195, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 196, Minibatch Loss= 1.837604, Training Accuracy= 0.99333
Iter 197, Minibatch Loss= 211.288727, Training Accuracy= 0.98000
Iter 198, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 199, Minibatch Loss= 16.925938, Training Accuracy= 0.99333

Training complete!
('accuracy : ', 0.875)
('precision : ', 0.86458333333333326)
('recall : ', 0.875)
('f1 : ', 0.85595238095238091)


('Fold : ', 7)
Iter 0, Minibatch Loss= 134706.580729, Training Accuracy= 0.11333
Iter 1, Minibatch Loss= 110828.716146, Training Accuracy= 0.24667
Iter 2, Minibatch Loss= 94628.093750, Training Accuracy= 0.26000
Iter 3, Minibatch Loss= 72629.256510, Training Accuracy= 0.25333
Iter 4, Minibatch Loss= 66857.305990, Training Accuracy= 0.27333
Iter 5, Minibatch Loss= 53607.050781, Training Accuracy= 0.31333
Iter 6, Minibatch Loss= 37438.360677, Training Accuracy= 0.45333
Iter 7, Minibatch Loss= 34735.936198, Training Accuracy= 0.40667
Iter 8, Minibatch Loss= 33117.635417, Training Accuracy= 0.53333
Iter 9, Minibatch Loss= 33976.479167, Training Accuracy= 0.42667
Iter 10, Minibatch Loss= 24089.270182, Training Accuracy= 0.52000
Iter 11, Minibatch Loss= 19694.500977, Training Accuracy= 0.53333
Iter 12, Minibatch Loss= 19714.028646, Training Accuracy= 0.56000
Iter 13, Minibatch Loss= 14672.199870, Training Accuracy= 0.62000
Iter 14, Minibatch Loss= 14252.588216, Training Accuracy= 0.56000
Iter 15, Minibatch Loss= 11994.074544, Training Accuracy= 0.60667
Iter 16, Minibatch Loss= 12423.597005, Training Accuracy= 0.66000
Iter 17, Minibatch Loss= 11046.446289, Training Accuracy= 0.66667
Iter 18, Minibatch Loss= 8706.067220, Training Accuracy= 0.72000
Iter 19, Minibatch Loss= 8460.782552, Training Accuracy= 0.74667
Iter 20, Minibatch Loss= 8718.471517, Training Accuracy= 0.73333
Iter 21, Minibatch Loss= 8014.095052, Training Accuracy= 0.76667
Iter 22, Minibatch Loss= 6795.078125, Training Accuracy= 0.72667
Iter 23, Minibatch Loss= 8368.737142, Training Accuracy= 0.72000
Iter 24, Minibatch Loss= 9127.225260, Training Accuracy= 0.71333
Iter 25, Minibatch Loss= 7212.062337, Training Accuracy= 0.77333
Iter 26, Minibatch Loss= 5372.198730, Training Accuracy= 0.80000
Iter 27, Minibatch Loss= 4137.658162, Training Accuracy= 0.84667
Iter 28, Minibatch Loss= 3555.456217, Training Accuracy= 0.86667
Iter 29, Minibatch Loss= 3292.235840, Training Accuracy= 0.88000
Iter 30, Minibatch Loss= 2982.825480, Training Accuracy= 0.84667
Iter 31, Minibatch Loss= 2242.228923, Training Accuracy= 0.86000
Iter 32, Minibatch Loss= 2712.368368, Training Accuracy= 0.82667
Iter 33, Minibatch Loss= 2411.314860, Training Accuracy= 0.88000
Iter 34, Minibatch Loss= 2247.042887, Training Accuracy= 0.86667
Iter 35, Minibatch Loss= 2772.115397, Training Accuracy= 0.82000
Iter 36, Minibatch Loss= 2523.402751, Training Accuracy= 0.84667
Iter 37, Minibatch Loss= 1862.996785, Training Accuracy= 0.88000
Iter 38, Minibatch Loss= 2074.545166, Training Accuracy= 0.86000
Iter 39, Minibatch Loss= 2107.946533, Training Accuracy= 0.91333
Iter 40, Minibatch Loss= 1985.031731, Training Accuracy= 0.90667
Iter 41, Minibatch Loss= 1041.387360, Training Accuracy= 0.92667
Iter 42, Minibatch Loss= 1002.750051, Training Accuracy= 0.92000
Iter 43, Minibatch Loss= 1121.401530, Training Accuracy= 0.95333
Iter 44, Minibatch Loss= 1343.561422, Training Accuracy= 0.93333
Iter 45, Minibatch Loss= 1000.523397, Training Accuracy= 0.94667
Iter 46, Minibatch Loss= 1167.444631, Training Accuracy= 0.93333
Iter 47, Minibatch Loss= 560.076172, Training Accuracy= 0.96000
Iter 48, Minibatch Loss= 1078.233877, Training Accuracy= 0.91333
Iter 49, Minibatch Loss= 1033.865356, Training Accuracy= 0.95333
Iter 50, Minibatch Loss= 753.272380, Training Accuracy= 0.95333
Iter 51, Minibatch Loss= 1162.199809, Training Accuracy= 0.91333
Iter 52, Minibatch Loss= 467.724670, Training Accuracy= 0.96000
Iter 53, Minibatch Loss= 1238.085612, Training Accuracy= 0.91333
Iter 54, Minibatch Loss= 1523.720378, Training Accuracy= 0.91333
Iter 55, Minibatch Loss= 920.137553, Training Accuracy= 0.93333
Iter 56, Minibatch Loss= 863.129857, Training Accuracy= 0.93333
Iter 57, Minibatch Loss= 392.719259, Training Accuracy= 0.98000
Iter 58, Minibatch Loss= 475.014008, Training Accuracy= 0.94000
Iter 59, Minibatch Loss= 5.220104, Training Accuracy= 0.99333
Iter 60, Minibatch Loss= 505.496251, Training Accuracy= 0.96667
Iter 61, Minibatch Loss= 213.952613, Training Accuracy= 0.94667
Iter 62, Minibatch Loss= 633.035934, Training Accuracy= 0.93333
Iter 63, Minibatch Loss= 321.700765, Training Accuracy= 0.99333
Iter 64, Minibatch Loss= 39.294635, Training Accuracy= 0.99333
Iter 65, Minibatch Loss= 422.686273, Training Accuracy= 0.94667
Iter 66, Minibatch Loss= 717.914536, Training Accuracy= 0.96000
Iter 67, Minibatch Loss= 127.793986, Training Accuracy= 0.98667
Iter 68, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 69, Minibatch Loss= 143.997964, Training Accuracy= 0.97333
Iter 70, Minibatch Loss= 175.821358, Training Accuracy= 0.96667
Iter 71, Minibatch Loss= 255.164403, Training Accuracy= 0.95333
Iter 72, Minibatch Loss= 31.491277, Training Accuracy= 0.99333
Iter 73, Minibatch Loss= 827.555603, Training Accuracy= 0.94667
Iter 74, Minibatch Loss= 177.644124, Training Accuracy= 0.98667
Iter 75, Minibatch Loss= 141.486562, Training Accuracy= 0.98000
Iter 76, Minibatch Loss= 534.196386, Training Accuracy= 0.95333
Iter 77, Minibatch Loss= 255.913340, Training Accuracy= 0.98000
Iter 78, Minibatch Loss= 65.622498, Training Accuracy= 0.98667
Iter 79, Minibatch Loss= 492.040426, Training Accuracy= 0.98000
Iter 80, Minibatch Loss= 158.762422, Training Accuracy= 0.98667
Iter 81, Minibatch Loss= 92.398257, Training Accuracy= 0.98667
Iter 82, Minibatch Loss= 88.991689, Training Accuracy= 0.98667
Iter 83, Minibatch Loss= 352.319845, Training Accuracy= 0.97333
Iter 84, Minibatch Loss= 128.058410, Training Accuracy= 0.97333
Iter 85, Minibatch Loss= 339.562337, Training Accuracy= 0.97333
Iter 86, Minibatch Loss= 257.372391, Training Accuracy= 0.98000
Iter 87, Minibatch Loss= 326.273315, Training Accuracy= 0.97333
Iter 88, Minibatch Loss= 53.302212, Training Accuracy= 0.98667
Iter 89, Minibatch Loss= 148.237681, Training Accuracy= 0.98667
Iter 90, Minibatch Loss= 21.179844, Training Accuracy= 0.99333
Iter 91, Minibatch Loss= 713.236145, Training Accuracy= 0.96667
Iter 92, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 93, Minibatch Loss= 200.141996, Training Accuracy= 0.98000
Iter 94, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 95, Minibatch Loss= 221.754176, Training Accuracy= 0.98000
Iter 96, Minibatch Loss= 596.407516, Training Accuracy= 0.95333
Iter 97, Minibatch Loss= 143.935880, Training Accuracy= 0.98000
Iter 98, Minibatch Loss= 452.057922, Training Accuracy= 0.98000
Iter 99, Minibatch Loss= 59.518387, Training Accuracy= 0.99333
Iter 100, Minibatch Loss= 217.575027, Training Accuracy= 0.97333
Iter 101, Minibatch Loss= 98.203098, Training Accuracy= 0.98000
Iter 102, Minibatch Loss= 291.236226, Training Accuracy= 0.96667
Iter 103, Minibatch Loss= 274.263692, Training Accuracy= 0.98000
Iter 104, Minibatch Loss= 136.049561, Training Accuracy= 0.98667
Iter 105, Minibatch Loss= 140.927030, Training Accuracy= 0.98000
Iter 106, Minibatch Loss= 279.806980, Training Accuracy= 0.96667
Iter 107, Minibatch Loss= 199.098312, Training Accuracy= 0.98000
Iter 108, Minibatch Loss= 223.438517, Training Accuracy= 0.97333
Iter 109, Minibatch Loss= 60.646339, Training Accuracy= 0.98667
Iter 110, Minibatch Loss= 138.048721, Training Accuracy= 0.98667
Iter 111, Minibatch Loss= 394.778590, Training Accuracy= 0.97333
Iter 112, Minibatch Loss= 184.939762, Training Accuracy= 0.98667
Iter 113, Minibatch Loss= 391.586329, Training Accuracy= 0.97333
Iter 114, Minibatch Loss= 26.564504, Training Accuracy= 0.99333
Iter 115, Minibatch Loss= 61.960103, Training Accuracy= 0.98667
Iter 116, Minibatch Loss= 195.824972, Training Accuracy= 0.98000
Iter 117, Minibatch Loss= 23.622108, Training Accuracy= 0.98667
Iter 118, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 119, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 120, Minibatch Loss= 105.419393, Training Accuracy= 0.98667
Iter 121, Minibatch Loss= 58.479687, Training Accuracy= 0.98667
Iter 122, Minibatch Loss= 46.052017, Training Accuracy= 0.99333
Iter 123, Minibatch Loss= 116.584554, Training Accuracy= 0.99333
Iter 124, Minibatch Loss= 10.181953, Training Accuracy= 0.99333
Iter 125, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 126, Minibatch Loss= 190.657837, Training Accuracy= 0.99333
Iter 127, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 128, Minibatch Loss= 140.163493, Training Accuracy= 0.98667
Iter 129, Minibatch Loss= 248.066059, Training Accuracy= 0.98667
